email,email_domain,business_name,website,website_domain,category,industry_group,industry_slug,niche,country,city,role_type,contact_form_url,profile_url,source_url,score,status,occurrences,source_kind,source_files_count,source_files
booking@glamroom.ca,glamroom.ca,The Glam Room,http://glamroom.ca/,glamroom.ca,beauty,beauty,beauty_salon,,Canada,Edmonton,reception,,,,107,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_14.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_14.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_14.json | email_addresses.csv | email_addresses.txt
carriel@carriel.ca,carriel.ca,Carrie'l Salon & Spa,http://www.carriel.ca/,carriel.ca,beauty,beauty,beauty_salon,,Canada,Edmonton,personal_or_role,,,,116,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_7.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_7.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_7.json | email_addresses.csv | email_addresses.txt
info@avenuesalons.com,avenuesalons.com,Aveda Avenue Salons - Downtown,http://www.avenuesalons.com/,avenuesalons.com,beauty,beauty,beauty_salon,,Canada,Edmonton,generic_business,,,,66,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_29.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_29.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_29.json | email_addresses.csv | email_addresses.txt
info@blissglowartistry.com,blissglowartistry.com,Bliss & Glow Artistry,http://www.blissglowartistry.com/,blissglowartistry.com,beauty,beauty,beauty_salon,,Canada,Edmonton,generic_business,,,,61,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_36.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_36.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_36.json | email_addresses.csv | email_addresses.txt
info@rainsalon.ca,rainsalon.ca,Rain Salon & Spa,http://rainsalon.ca/,rainsalon.ca,beauty,beauty,beauty_salon,,Canada,Edmonton,generic_business,,,,66,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_33.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_33.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_33.json | email_addresses.csv | email_addresses.txt
luxurysalonspa21@gmail.com,gmail.com,Luxury Salon and Spa,https://luxurysalonandspa.ca/,luxurysalonandspa.ca,beauty,beauty,beauty_salon,,Canada,Edmonton,unknown,,,,116,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_9.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_9.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_9.json | email_addresses.csv | email_addresses.txt
style@elizabethnicolesalon.com,elizabethnicolesalon.com,Elizabeth Nicole Salon,http://www.elizabethnicolesalon.com/,elizabethnicolesalon.com,beauty,beauty,beauty_salon,,Canada,Edmonton,personal_or_role,,,,116,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_8.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_8.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_8.json | email_addresses.csv | email_addresses.txt
amanda.uptowngirl@gmail.com,gmail.com,Uptown Girl Beauty Laser Skincare,http://www.uptowngirl.ie/,uptowngirl.ie,beauty,beauty,beauty_salon,,Ireland,Galway,personal_or_role,,,,126,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_3.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_3.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_3.json | email_addresses.csv | email_addresses.txt
appointments.elizabethcbeauty@gmail.com,gmail.com,Elizabeth C Beauty,http://www.elizabethcbeauty.ie/,elizabethcbeauty.ie,beauty,beauty,beauty_salon,,Ireland,Galway,personal_or_role,,,,111,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_12.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_12.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_12.json | email_addresses.csv | email_addresses.txt
beauty.house.ireland@gmail.com,gmail.com,Beauty House Knocknacarra,https://beautyhouse.irish/,beautyhouse.irish,beauty,beauty,beauty_salon,,Ireland,Galway,unknown,,,,107,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_13.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_13.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_13.json | email_addresses.csv | email_addresses.txt
beautyloungegalway@gmail.com,gmail.com,Beauty Lounge,http://beautyloungegalway.com/,beautyloungegalway.com,beauty,beauty,beauty_salon,,Ireland,Galway,personal_or_role,,,,107,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_13.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_13.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_13.json | email_addresses.csv | email_addresses.txt
elure@ymail.com,ymail.com,Elure Unisex Salon,http://www.eluregalway.com/,eluregalway.com,beauty,beauty,beauty_salon,,Ireland,Galway,personal_or_role,,,,116,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_8.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_8.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_8.json | email_addresses.csv | email_addresses.txt
glamgalsgalway@gmail.com,gmail.com,Glam Gals Beauty Salon and Training Academy,https://www.glamgals.ie/,glamgals.ie,beauty,beauty,beauty_salon,,Ireland,Galway,personal_or_role,,,,116,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_8.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_8.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_8.json | email_addresses.csv | email_addresses.txt
greenpointbeauty@gmail.com,gmail.com,Green Point Beauty Galway,https://greenpointbeauty.versum.com/,greenpointbeauty.versum.com,beauty,beauty,beauty_salon,,Ireland,Galway,personal_or_role,,,,111,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_12.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_12.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_12.json | email_addresses.csv | email_addresses.txt
info@evabeautyroom.com,evabeautyroom.com,Eva's Beauty Room,https://www.evabeautyroom.com/,evabeautyroom.com,beauty,beauty,beauty_salon,,Ireland,Galway,generic_business,,,,66,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_31.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_31.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_31.json | email_addresses.csv | email_addresses.txt
info@hirdeyebeautystudio.ie,hirdeyebeautystudio.ie,Third Eye Beauty Studio,https://thirdeyebeautystudio.ie/about-us/,thirdeyebeautystudio.ie,beauty,beauty,beauty_salon,,Ireland,Galway,generic_business,,,,66,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_34.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_34.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_34.json | email_addresses.csv | email_addresses.txt
info@purejoybeauty.ie,purejoybeauty.ie,Purejoy,http://purejoybeauty.ie/,purejoybeauty.ie,beauty,beauty,beauty_salon,,Ireland,Galway,generic_business,,,,66,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_33.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_33.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_33.json | email_addresses.csv | email_addresses.txt
michellebeautygalway@gmail.com,gmail.com,BeYoutiful by Michelle Galway,http://beautyclinicgalway.ie/,beautyclinicgalway.ie,beauty,beauty,beauty_salon,,Ireland,Galway,personal_or_role,,,,116,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_7.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_7.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_7.json | email_addresses.csv | email_addresses.txt
zenith@zenithhairdressing.ie,zenithhairdressing.ie,Zenith Hairdressing - Galway City,https://zenithhairdressing.ie/,zenithhairdressing.ie,beauty,beauty,beauty_salon,,Ireland,Galway,personal_or_role,,,,116,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_11.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_11.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_11.json | email_addresses.csv | email_addresses.txt
aliah@afterglowbeautynz.com,afterglowbeautynz.com,Afterglow beauty nz,http://afterglowbeautynz.com/,afterglowbeautynz.com,beauty,beauty,beauty_salon,,New Zealand,Christchurch,personal_or_role,,,,111,,12,csv | json,8,clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_all.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_12.html | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_batches/email_12.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.csv | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/email_queue.json | clients_help_manual_outreach_pack_win_2026-05-20/clients_help_manual_outreach_win_2026-05-20/spacemail/spacemail_12.json | email_addresses.csv | email_addresses.txt
